Year,Period,Area,Ownership,Industry Code,Industry,Level,Establishments,Firms,Average Employment,Average Weekly Wage,Total Wages,Month 1 Employment,Month 2 Employment,Month 3 Employment,Hierarchical Ordering
2017,4,Denton,Private,52,Finance and Insurance,2,910 ,588 ,"9,111 ","1,408 ","166,772,113 ","9,571 ","8,925 ","8,838 ",1775
2017,4,El Paso,Private,52,Finance and Insurance,2,928 ,590 ,"7,443 ","1,003 ","97,026,219 ","7,428 ","7,418 ","7,484 ",1775
2017,4,Collin,Private,52,Finance and Insurance,2,"1,805 ","1,228 ","34,849 ","1,849 ","837,737,948 ","34,245 ","35,007 ","35,294 ",1775
2017,4,Bexar,Private,52,Finance and Insurance,2,"2,402 ","1,411 ","61,731 ","1,492 ","1,197,355,851 ","61,477 ","61,922 ","61,793 ",1775
2017,4,Travis,Private,52,Finance and Insurance,2,"2,340 ","1,612 ","32,240 ","2,063 ","864,577,638 ","32,072 ","32,165 ","32,483 ",1775
2017,4,Tarrant,Private,52,Finance and Insurance,2,"2,865 ","1,841 ","40,767 ","1,670 ","885,027,166 ","40,716 ","40,771 ","40,815 ",1775
2017,4,Dallas,Private,52,Finance and Insurance,2,"5,235 ","3,540 ","121,163 ","1,894 ","2,984,027,898 ","121,758 ","120,811 ","120,920 ",1775
2017,4,Harris,Private,52,Finance and Insurance,2,"6,502 ","4,105 ","77,492 ","2,118 ","2,133,566,893 ","77,635 ","77,453 ","77,388 ",1775
2018,1,Oldham,Private,52,Finance and Insurance,2,3 ,3 ,10 ,617 ,"80,183 ",10 ,10 ,10 ,1775
2018,1,Menard,Private,52,Finance and Insurance,2,3 ,3 ,18 ,924 ,"212,225 ",17 ,18 ,18 ,1775
2018,1,Delta,Private,52,Finance and Insurance,2,3 ,3 ,18 ,807 ,"188,761 ",18 ,18 ,18 ,1775
2018,1,Sherman,Private,52,Finance and Insurance,2,3 ,3 ,22 ,948 ,"271,115 ",22 ,22 ,22 ,1775
2018,1,Collingsworth,Private,52,Finance and Insurance,2,3 ,3 ,26 ,"1,331 ","449,760 ",26 ,26 ,26 ,1775
2018,1,Fisher,Private,52,Finance and Insurance,2,3 ,3 ,43 ,"1,059 ","591,874 ",43 ,43 ,43 ,1775
2018,1,Upton,Private,52,Finance and Insurance,2,4 ,4 ,15 ,516 ,"98,354 ",14 ,14 ,16 ,1775
2018,1,Dickens,Private,52,Finance and Insurance,2,4 ,4 ,19 ,"1,093 ","265,156 ",18 ,19 ,19 ,1775
2018,1,Schleicher,Private,52,Finance and Insurance,2,4 ,4 ,23 ,747 ,"226,716 ",23 ,23 ,24 ,1775
2018,1,Briscoe,Private,52,Finance and Insurance,2,4 ,4 ,24 ,884 ,"275,941 ",24 ,24 ,24 ,1775
2018,1,Donley,Private,52,Finance and Insurance,2,4 ,4 ,24 ,962 ,"300,120 ",24 ,24 ,24 ,1775
2018,1,Zavala,Private,52,Finance and Insurance,2,5 ,5 ,34 ,"1,004 ","443,637 ",35 ,34 ,33 ,1775
2018,1,Lipscomb,Private,52,Finance and Insurance,2,5 ,5 ,35 ,"1,090 ","500,869 ",35 ,36 ,35 ,1775
2018,1,Mitchell,Private,52,Finance and Insurance,2,5 ,5 ,38 ,905 ,"447,018 ",38 ,38 ,38 ,1775
2018,1,La Salle,Private,52,Finance and Insurance,2,5 ,5 ,64 ,"1,042 ","871,665 ",65 ,64 ,64 ,1775
2018,1,Cochran,Private,52,Finance and Insurance,2,6 ,5 ,18 ,812 ,"189,904 ",18 ,18 ,18 ,1775
2018,1,Reagan,Private,52,Finance and Insurance,2,6 ,6 ,24 ,749 ,"230,302 ",23 ,24 ,24 ,1775
2018,1,Martin,Private,52,Finance and Insurance,2,6 ,6 ,40 ,957 ,"493,555 ",40 ,39 ,40 ,1775
2018,1,Sutton,Private,52,Finance and Insurance,2,6 ,6 ,41 ,"1,621 ","857,177 ",41 ,41 ,40 ,1775
2018,1,Shackelford,Private,52,Finance and Insurance,2,6 ,6 ,43 ,"1,054 ","584,541 ",44 ,41 ,43 ,1775
2018,1,Jack,Private,52,Finance and Insurance,2,6 ,6 ,50 ,"1,003 ","652,035 ",51 ,50 ,49 ,1775
2018,1,Presidio,Private,52,Finance and Insurance,2,6 ,6 ,56 ,697 ,"504,334 ",56 ,55 ,56 ,1775
2018,1,Concho,Private,52,Finance and Insurance,2,7 ,6 ,26 ,"1,347 ","455,425 ",26 ,26 ,26 ,1775
2018,1,Hamilton,Private,52,Finance and Insurance,2,7 ,6 ,39 ,821 ,"416,468 ",41 ,38 ,38 ,1775
2018,1,Hardeman,Private,52,Finance and Insurance,2,7 ,6 ,40 ,942 ,"493,846 ",41 ,40 ,40 ,1775
2018,1,San Jacinto,Private,52,Finance and Insurance,2,7 ,6 ,52 ,697 ,"471,275 ",53 ,49 ,54 ,1775
2018,1,Sabine,Private,52,Finance and Insurance,2,7 ,6 ,57 ,825 ,"611,406 ",55 ,56 ,60 ,1775
2018,1,Somervell,Private,52,Finance and Insurance,2,7 ,7 ,20 ,"1,028 ","267,153 ",20 ,20 ,20 ,1775
2018,1,Garza,Private,52,Finance and Insurance,2,7 ,7 ,27 ,701 ,"249,201 ",31 ,25 ,26 ,1775
2018,1,Goliad,Private,52,Finance and Insurance,2,7 ,7 ,33 ,"1,487 ","631,330 ",32 ,33 ,33 ,1775
2018,1,San Saba,Private,52,Finance and Insurance,2,7 ,7 ,35 ,"1,159 ","532,296 ",34 ,36 ,36 ,1775
2018,1,Knox,Private,52,Finance and Insurance,2,7 ,7 ,35 ,"1,088 ","494,884 ",35 ,35 ,35 ,1775
2018,1,Carson,Private,52,Finance and Insurance,2,7 ,7 ,36 ,707 ,"330,873 ",36 ,36 ,36 ,1775
2018,1,Kimble,Private,52,Finance and Insurance,2,7 ,7 ,39 ,727 ,"371,582 ",40 ,39 ,39 ,1775
2018,1,Crosby,Private,52,Finance and Insurance,2,7 ,7 ,40 ,822 ,"424,069 ",40 ,40 ,39 ,1775
2018,1,Hall,Private,52,Finance and Insurance,2,7 ,7 ,46 ,663 ,"396,415 ",46 ,46 ,46 ,1775
2018,1,Brooks,Private,52,Finance and Insurance,2,7 ,7 ,49 ,682 ,"431,517 ",49 ,48 ,49 ,1775
2018,1,Haskell,Private,52,Finance and Insurance,2,7 ,7 ,50 ,831 ,"540,032 ",50 ,50 ,50 ,1775
2018,1,Winkler,Private,52,Finance and Insurance,2,7 ,7 ,58 ,731 ,"547,707 ",58 ,58 ,57 ,1775
2018,1,Crockett,Private,52,Finance and Insurance,2,7 ,7 ,118 ,"1,274 ","1,959,094 ",119 ,118 ,118 ,1775
2018,1,Archer,Private,52,Finance and Insurance,2,9 ,7 ,28 ,876 ,"314,956 ",27 ,28 ,28 ,1775
2018,1,Franklin,Private,52,Finance and Insurance,2,10 ,7 ,65 ,848 ,"716,621 ",65 ,66 ,64 ,1775
2018,1,Crane,Private,52,Finance and Insurance,2,8 ,8 ,19 ,552 ,"138,628 ",19 ,19 ,20 ,1775
2018,1,Mason,Private,52,Finance and Insurance,2,8 ,8 ,44 ,"1,819 ","1,040,530 ",46 ,44 ,42 ,1775
2018,1,Duval,Private,52,Finance and Insurance,2,8 ,8 ,46 ,700 ,"415,611 ",43 ,46 ,48 ,1775
2018,1,Mills,Private,52,Finance and Insurance,2,8 ,8 ,52 ,850 ,"570,942 ",53 ,51 ,51 ,1775
2018,1,Wheeler,Private,52,Finance and Insurance,2,9 ,8 ,45 ,"1,026 ","604,778 ",46 ,45 ,45 ,1775
2018,1,Refugio,Private,52,Finance and Insurance,2,9 ,9 ,41 ,916 ,"484,202 ",41 ,41 ,40 ,1775
2018,1,San Augustine,Private,52,Finance and Insurance,2,10 ,9 ,33 ,702 ,"301,258 ",33 ,33 ,33 ,1775
2018,1,Floyd,Private,52,Finance and Insurance,2,10 ,9 ,59 ,770 ,"590,612 ",59 ,59 ,59 ,1775
2018,1,Marion,Private,52,Finance and Insurance,2,10 ,10 ,33 ,896 ,"384,374 ",30 ,34 ,35 ,1775
2018,1,Jim Hogg,Private,52,Finance and Insurance,2,10 ,10 ,45 ,658 ,"382,322 ",45 ,45 ,44 ,1775
2018,1,Dimmit,Private,52,Finance and Insurance,2,10 ,10 ,52 ,639 ,"429,082 ",51 ,52 ,52 ,1775
2018,1,Parmer,Private,52,Finance and Insurance,2,10 ,10 ,61 ,"1,250 ","991,077 ",60 ,62 ,61 ,1775
2018,1,Rains,Private,52,Finance and Insurance,2,10 ,10 ,62 ,"1,019 ","816,581 ",61 ,62 ,62 ,1775
2018,1,Hansford,Private,52,Finance and Insurance,2,10 ,10 ,123 ,"1,050 ","1,679,138 ",122 ,124 ,123 ,1775
2018,1,Live Oak,Private,52,Finance and Insurance,2,11 ,10 ,117 ,997 ,"1,520,125 ",115 ,119 ,118 ,1775
2018,1,Clay,Private,52,Finance and Insurance,2,12 ,10 ,43 ,"1,412 ","795,252 ",43 ,43 ,44 ,1775
2018,1,Baylor,Private,52,Finance and Insurance,2,11 ,11 ,40 ,705 ,"363,423 ",37 ,40 ,42 ,1775
2018,1,Trinity,Private,52,Finance and Insurance,2,11 ,11 ,58 ,831 ,"622,708 ",57 ,57 ,59 ,1775
2018,1,McCulloch,Private,52,Finance and Insurance,2,11 ,11 ,82 ,792 ,"840,977 ",81 ,83 ,81 ,1775
2018,1,Swisher,Private,52,Finance and Insurance,2,12 ,12 ,40 ,797 ,"410,839 ",37 ,41 ,41 ,1775
2018,1,Hemphill,Private,52,Finance and Insurance,2,12 ,12 ,67 ,"1,132 ","981,433 ",67 ,66 ,67 ,1775
2018,1,Coleman,Private,52,Finance and Insurance,2,12 ,12 ,71 ,982 ,"910,599 ",72 ,71 ,71 ,1775
2018,1,Grimes,Private,52,Finance and Insurance,2,13 ,12 ,115 ,886 ,"1,320,924 ",115 ,114 ,115 ,1775
2018,1,Blanco,Private,52,Finance and Insurance,2,14 ,12 ,81 ,900 ,"951,187 ",82 ,81 ,81 ,1775
2018,1,Burleson,Private,52,Finance and Insurance,2,16 ,12 ,115 ,876 ,"1,309,733 ",116 ,113 ,116 ,1775
2018,1,Yoakum,Private,52,Finance and Insurance,2,13 ,13 ,42 ,879 ,"476,041 ",43 ,41 ,41 ,1775
2018,1,Bailey,Private,52,Finance and Insurance,2,13 ,13 ,63 ,"1,282 ","1,049,920 ",64 ,62 ,63 ,1775
2018,1,Ward,Private,52,Finance and Insurance,2,13 ,13 ,96 ,951 ,"1,191,480 ",96 ,97 ,96 ,1775
2018,1,Callahan,Private,52,Finance and Insurance,2,14 ,13 ,56 ,"1,117 ","808,488 ",54 ,56 ,57 ,1775
2018,1,Zapata,Private,52,Finance and Insurance,2,15 ,13 ,101 ,540 ,"710,898 ",102 ,102 ,100 ,1775
2018,1,Robertson,Private,52,Finance and Insurance,2,16 ,13 ,82 ,874 ,"931,896 ",83 ,82 ,81 ,1775
2018,1,Stephens,Private,52,Finance and Insurance,2,14 ,14 ,119 ,"1,034 ","1,594,599 ",118 ,119 ,119 ,1775
2018,1,Lynn,Private,52,Finance and Insurance,2,15 ,14 ,66 ,"1,084 ","925,794 ",65 ,66 ,66 ,1775
2018,1,Castro,Private,52,Finance and Insurance,2,15 ,15 ,60 ,"1,132 ","887,808 ",61 ,60 ,60 ,1775
2018,1,Willacy,Private,52,Finance and Insurance,2,15 ,15 ,100 ,836 ,"1,083,069 ",100 ,98 ,101 ,1775
2018,1,Bandera,Private,52,Finance and Insurance,2,16 ,15 ,88 ,977 ,"1,117,608 ",88 ,88 ,88 ,1775
2018,1,Camp,Private,52,Finance and Insurance,2,16 ,15 ,95 ,925 ,"1,138,156 ",95 ,95 ,94 ,1775
2018,1,Comanche,Private,52,Finance and Insurance,2,16 ,15 ,116 ,961 ,"1,445,329 ",118 ,115 ,114 ,1775
2018,1,Ochiltree,Private,52,Finance and Insurance,2,16 ,16 ,103 ,"1,054 ","1,415,987 ",102 ,104 ,104 ,1775
2018,1,Pecos,Private,52,Finance and Insurance,2,16 ,16 ,131 ,882 ,"1,501,889 ",133 ,130 ,130 ,1775
2018,1,Andrews,Private,52,Finance and Insurance,2,17 ,16 ,107 ,"1,353 ","1,882,468 ",105 ,107 ,109 ,1775
2018,1,Frio,Private,52,Finance and Insurance,2,17 ,16 ,124 ,"1,026 ","1,658,347 ",124 ,125 ,124 ,1775
2018,1,Tyler,Private,52,Finance and Insurance,2,18 ,16 ,111 ,871 ,"1,261,280 ",112 ,109 ,113 ,1775
2018,1,Red River,Private,52,Finance and Insurance,2,17 ,17 ,74 ,799 ,"768,978 ",73 ,75 ,74 ,1775
2018,1,Madison,Private,52,Finance and Insurance,2,17 ,17 ,88 ,995 ,"1,142,440 ",86 ,90 ,89 ,1775
2018,1,Karnes,Private,52,Finance and Insurance,2,17 ,17 ,122 ,"1,421 ","2,247,829 ",121 ,122 ,122 ,1775
2018,1,Gaines,Private,52,Finance and Insurance,2,19 ,17 ,146 ,"1,170 ","2,226,390 ",144 ,146 ,149 ,1775
2018,1,Falls,Private,52,Finance and Insurance,2,20 ,17 ,64 ,661 ,"547,465 ",77 ,57 ,57 ,1775
2018,1,Lampasas,Private,52,Finance and Insurance,2,20 ,17 ,100 ,"1,003 ","1,307,853 ",106 ,97 ,98 ,1775
2018,1,Morris,Private,52,Finance and Insurance,2,22 ,17 ,114 ,788 ,"1,171,505 ",114 ,117 ,112 ,1775
2018,1,Runnels,Private,52,Finance and Insurance,2,18 ,18 ,82 ,791 ,"840,154 ",81 ,82 ,82 ,1775
2018,1,Scurry,Private,52,Finance and Insurance,2,20 ,18 ,141 ,"1,263 ","2,309,951 ",139 ,142 ,141 ,1775
2018,1,Montague,Private,52,Finance and Insurance,2,20 ,18 ,146 ,"1,121 ","2,122,649 ",147 ,146 ,144 ,1775
2018,1,Lamb,Private,52,Finance and Insurance,2,23 ,18 ,120 ,911 ,"1,421,563 ",122 ,120 ,118 ,1775
2018,1,Childress,Private,52,Finance and Insurance,2,19 ,19 ,78 ,"1,413 ","1,426,541 ",76 ,78 ,79 ,1775
2018,1,Brewster,Private,52,Finance and Insurance,2,19 ,19 ,86 ,"1,387 ","1,556,304 ",86 ,87 ,86 ,1775
2018,1,Dawson,Private,52,Finance and Insurance,2,19 ,19 ,104 ,977 ,"1,321,205 ",103 ,101 ,108 ,1775
2018,1,Leon,Private,52,Finance and Insurance,2,22 ,19 ,165 ,"1,268 ","2,713,553 ",162 ,165 ,167 ,1775
2018,1,Bosque,Private,52,Finance and Insurance,2,24 ,19 ,130 ,900 ,"1,524,892 ",132 ,130 ,129 ,1775
2018,1,Terry,Private,52,Finance and Insurance,2,20 ,20 ,97 ,"1,154 ","1,454,798 ",97 ,96 ,98 ,1775
2018,1,Jones,Private,52,Finance and Insurance,2,21 ,21 ,89 ,"1,313 ","1,524,887 ",91 ,88 ,89 ,1775
2018,1,Freestone,Private,52,Finance and Insurance,2,21 ,21 ,98 ,905 ,"1,156,531 ",96 ,99 ,100 ,1775
2018,1,Eastland,Private,52,Finance and Insurance,2,24 ,22 ,144 ,"1,047 ","1,959,555 ",142 ,145 ,145 ,1775
2018,1,Jackson,Private,52,Finance and Insurance,2,25 ,22 ,125 ,"1,232 ","2,006,799 ",124 ,126 ,126 ,1775
2018,1,Milam,Private,52,Finance and Insurance,2,30 ,22 ,214 ,933 ,"2,598,918 ",215 ,216 ,212 ,1775
2018,1,Llano,Private,52,Finance and Insurance,2,35 ,22 ,189 ,"1,068 ","2,627,698 ",194 ,188 ,186 ,1775
2018,1,Dallam,Private,52,Finance and Insurance,2,23 ,23 ,172 ,"1,002 ","2,236,075 ",170 ,174 ,171 ,1775
2018,1,Lavaca,Private,52,Finance and Insurance,2,25 ,23 ,165 ,"1,078 ","2,307,885 ",163 ,166 ,165 ,1775
2018,1,Lee,Private,52,Finance and Insurance,2,26 ,23 ,221 ,943 ,"2,712,472 ",223 ,219 ,222 ,1775
2018,1,Hutchinson,Private,52,Finance and Insurance,2,28 ,23 ,171 ,"1,016 ","2,257,816 ",171 ,172 ,170 ,1775
2018,1,Young,Private,52,Finance and Insurance,2,26 ,24 ,223 ,"1,042 ","3,024,022 ",223 ,225 ,222 ,1775
2018,1,Panola,Private,52,Finance and Insurance,2,25 ,25 ,170 ,"1,012 ","2,237,439 ",172 ,168 ,170 ,1775
2018,1,Colorado,Private,52,Finance and Insurance,2,28 ,25 ,150 ,"1,200 ","2,339,085 ",145 ,153 ,152 ,1775
2018,1,Gonzales,Private,52,Finance and Insurance,2,31 ,25 ,189 ,938 ,"2,304,797 ",188 ,191 ,188 ,1775
2018,1,Waller,Private,52,Finance and Insurance,2,27 ,26 ,200 ,"1,048 ","2,721,223 ",198 ,201 ,200 ,1775
2018,1,Limestone,Private,52,Finance and Insurance,2,28 ,26 ,249 ,706 ,"2,281,601 ",247 ,252 ,247 ,1775
2018,1,Chambers,Private,52,Finance and Insurance,2,31 ,27 ,142 ,"1,073 ","1,976,737 ",140 ,141 ,144 ,1775
2018,1,Moore,Private,52,Finance and Insurance,2,32 ,27 ,140 ,960 ,"1,747,562 ",142 ,140 ,138 ,1775
2018,1,Wilbarger,Private,52,Finance and Insurance,2,30 ,28 ,158 ,"1,022 ","2,094,157 ",154 ,159 ,160 ,1775
2018,1,Deaf Smith,Private,52,Finance and Insurance,2,30 ,28 ,182 ,"1,322 ","3,122,843 ",181 ,181 ,183 ,1775
2018,1,Nolan,Private,52,Finance and Insurance,2,30 ,29 ,161 ,974 ,"2,043,343 ",164 ,160 ,160 ,1775
2018,1,Aransas,Private,52,Finance and Insurance,2,35 ,29 ,153 ,"2,085 ","4,147,343 ",150 ,155 ,154 ,1775
2018,1,Fannin,Private,52,Finance and Insurance,2,34 ,30 ,219 ,868 ,"2,473,638 ",225 ,218 ,215 ,1775
2018,1,Wilson,Private,52,Finance and Insurance,2,35 ,30 ,157 ,785 ,"1,605,008 ",157 ,158 ,157 ,1775
2018,1,Palo Pinto,Private,52,Finance and Insurance,2,38 ,30 ,177 ,"1,148 ","2,636,729 ",169 ,175 ,186 ,1775
2018,1,Uvalde,Private,52,Finance and Insurance,2,37 ,31 ,246 ,969 ,"3,104,319 ",245 ,248 ,246 ,1775
2018,1,Bee,Private,52,Finance and Insurance,2,35 ,32 ,140 ,"1,847 ","3,361,097 ",143 ,139 ,138 ,1775
2018,1,Caldwell,Private,52,Finance and Insurance,2,35 ,33 ,210 ,"1,043 ","2,853,135 ",212 ,210 ,209 ,1775
2018,1,Gray,Private,52,Finance and Insurance,2,36 ,33 ,175 ,"1,167 ","2,654,077 ",174 ,177 ,174 ,1775
2018,1,Calhoun,Private,52,Finance and Insurance,2,36 ,33 ,214 ,"1,218 ","3,383,373 ",215 ,212 ,214 ,1775
2018,1,Upshur,Private,52,Finance and Insurance,2,40 ,33 ,247 ,872 ,"2,802,387 ",247 ,247 ,248 ,1775
2018,1,DeWitt,Private,52,Finance and Insurance,2,43 ,33 ,352 ,"1,207 ","5,518,627 ",350 ,351 ,354 ,1775
2018,1,Jasper,Private,52,Finance and Insurance,2,40 ,34 ,255 ,736 ,"2,440,825 ",253 ,257 ,255 ,1775
2018,1,Medina,Private,52,Finance and Insurance,2,43 ,34 ,343 ,"1,021 ","4,552,325 ",339 ,341 ,349 ,1775
2018,1,Gillespie,Private,52,Finance and Insurance,2,44 ,35 ,330 ,"1,150 ","4,931,929 ",332 ,329 ,329 ,1775
2018,1,Cass,Private,52,Finance and Insurance,2,42 ,36 ,200 ,795 ,"2,070,279 ",197 ,201 ,203 ,1775
2018,1,Fayette,Private,52,Finance and Insurance,2,44 ,36 ,367 ,"1,253 ","5,980,082 ",366 ,365 ,370 ,1775
2018,1,Atascosa,Private,52,Finance and Insurance,2,39 ,37 ,224 ,913 ,"2,655,557 ",225 ,222 ,224 ,1775
2018,1,Matagorda,Private,52,Finance and Insurance,2,43 ,37 ,192 ,870 ,"2,175,325 ",189 ,194 ,194 ,1775
2018,1,Starr,Private,52,Finance and Insurance,2,45 ,37 ,296 ,638 ,"2,456,416 ",299 ,298 ,292 ,1775
2018,1,Hill,Private,52,Finance and Insurance,2,44 ,38 ,206 ,982 ,"2,630,364 ",206 ,205 ,207 ,1775
2018,1,Shelby,Private,52,Finance and Insurance,2,44 ,38 ,550 ,868 ,"6,209,231 ",553 ,549 ,549 ,1775
2018,1,Hockley,Private,52,Finance and Insurance,2,42 ,39 ,246 ,"1,151 ","3,685,521 ",245 ,248 ,246 ,1775
2018,1,Polk,Private,52,Finance and Insurance,2,42 ,39 ,328 ,860 ,"3,667,716 ",325 ,327 ,332 ,1775
2018,1,Howard,Private,52,Finance and Insurance,2,46 ,41 ,262 ,"1,006 ","3,431,270 ",262 ,263 ,262 ,1775
2018,1,Rusk,Private,52,Finance and Insurance,2,52 ,41 ,591 ,"1,187 ","9,114,575 ",592 ,580 ,600 ,1775
2018,1,Cooke,Private,52,Finance and Insurance,2,46 ,42 ,483 ,"1,098 ","6,901,165 ",484 ,484 ,482 ,1775
2018,1,Cherokee,Private,52,Finance and Insurance,2,49 ,43 ,398 ,"1,202 ","6,223,410 ",404 ,392 ,399 ,1775
2018,1,Kleberg,Private,52,Finance and Insurance,2,50 ,43 ,286 ,"1,070 ","3,983,598 ",289 ,285 ,285 ,1775
2018,1,Van Zandt,Private,52,Finance and Insurance,2,57 ,44 ,262 ,978 ,"3,334,349 ",253 ,269 ,265 ,1775
2018,1,Wood,Private,52,Finance and Insurance,2,60 ,44 ,316 ,"1,028 ","4,217,728 ",320 ,317 ,310 ,1775
2018,1,Jim Wells,Private,52,Finance and Insurance,2,53 ,45 ,354 ,"1,079 ","4,970,193 ",356 ,356 ,351 ,1775
2018,1,Maverick,Private,52,Finance and Insurance,2,53 ,45 ,367 ,672 ,"3,205,361 ",363 ,372 ,365 ,1775
2018,1,Hopkins,Private,52,Finance and Insurance,2,54 ,45 ,476 ,"1,173 ","7,264,342 ",472 ,479 ,478 ,1775
2018,1,Hale,Private,52,Finance and Insurance,2,51 ,46 ,280 ,919 ,"3,349,104 ",284 ,279 ,278 ,1775
2018,1,Wise,Private,52,Finance and Insurance,2,58 ,46 ,374 ,"1,188 ","5,783,511 ",374 ,373 ,376 ,1775
2018,1,Hardin,Private,52,Finance and Insurance,2,60 ,47 ,203 ,786 ,"2,078,529 ",202 ,202 ,206 ,1775
2018,1,Brown,Private,52,Finance and Insurance,2,53 ,48 ,363 ,"1,046 ","4,930,389 ",359 ,363 ,366 ,1775
2018,1,Erath,Private,52,Finance and Insurance,2,57 ,49 ,323 ,"1,091 ","4,581,447 ",320 ,327 ,322 ,1775
2018,1,Titus,Private,52,Finance and Insurance,2,55 ,50 ,398 ,991 ,"5,131,434 ",397 ,395 ,403 ,1775
2018,1,Val Verde,Private,52,Finance and Insurance,2,60 ,51 ,471 ,897 ,"5,486,908 ",470 ,471 ,471 ,1775
2018,1,Bastrop,Private,52,Finance and Insurance,2,67 ,52 ,383 ,967 ,"4,820,792 ",382 ,386 ,382 ,1775
2018,1,Houston,Private,52,Finance and Insurance,2,55 ,53 ,301 ,"5,509 ","21,581,374 ",269 ,284 ,351 ,1775
2018,1,Liberty,Private,52,Finance and Insurance,2,71 ,53 ,374 ,"1,017 ","4,947,296 ",374 ,374 ,375 ,1775
2018,1,San Patricio,Private,52,Finance and Insurance,2,74 ,53 ,295 ,782 ,"3,002,284 ",297 ,293 ,296 ,1775
2018,1,Navarro,Private,52,Finance and Insurance,2,61 ,55 ,435 ,871 ,"4,924,395 ",432 ,437 ,435 ,1775
2018,1,Burnet,Private,52,Finance and Insurance,2,64 ,55 ,321 ,"1,084 ","4,523,413 ",334 ,309 ,320 ,1775
2018,1,Washington,Private,52,Finance and Insurance,2,60 ,56 ,770 ,"1,193 ","11,934,305 ",775 ,767 ,767 ,1775
2018,1,Walker,Private,52,Finance and Insurance,2,64 ,58 ,413 ,914 ,"4,905,944 ",413 ,409 ,416 ,1775
2018,1,Coryell,Private,52,Finance and Insurance,2,71 ,58 ,432 ,"1,515 ","8,514,802 ",433 ,430 ,434 ,1775
2018,1,Austin,Private,52,Finance and Insurance,2,63 ,59 ,384 ,"1,688 ","8,419,673 ",378 ,380 ,393 ,1775
2018,1,Wharton,Private,52,Finance and Insurance,2,71 ,61 ,411 ,"1,412 ","7,536,072 ",410 ,412 ,410 ,1775
2018,1,Kerr,Private,52,Finance and Insurance,2,77 ,61 ,407 ,"1,289 ","6,813,020 ",409 ,408 ,403 ,1775
2018,1,Hood,Private,52,Finance and Insurance,2,85 ,63 ,444 ,"1,088 ","6,274,969 ",438 ,443 ,450 ,1775
2018,1,Lamar,Private,52,Finance and Insurance,2,75 ,65 ,635 ,898 ,"7,412,811 ",637 ,642 ,626 ,1775
2018,1,Hunt,Private,52,Finance and Insurance,2,82 ,66 ,403 ,"1,091 ","5,722,889 ",408 ,402 ,400 ,1775
2018,1,Harrison,Private,52,Finance and Insurance,2,85 ,69 ,709 ,985 ,"9,080,661 ",673 ,714 ,741 ,1775
2018,1,Henderson,Private,52,Finance and Insurance,2,94 ,73 ,441 ,908 ,"5,205,858 ",444 ,443 ,436 ,1775
2018,1,Orange,Private,52,Finance and Insurance,2,98 ,76 ,533 ,879 ,"6,088,042 ",532 ,533 ,533 ,1775
2018,1,Kaufman,Private,52,Finance and Insurance,2,104 ,81 ,712 ,"1,350 ","12,490,499 ",711 ,709 ,715 ,1775
2018,1,Kendall,Private,52,Finance and Insurance,2,97 ,82 ,919 ,"1,252 ","14,965,688 ",920 ,918 ,920 ,1775
2018,1,Nacogdoches,Private,52,Finance and Insurance,2,99 ,82 ,671 ,"1,168 ","10,185,039 ",661 ,677 ,674 ,1775
2018,1,Angelina,Private,52,Finance and Insurance,2,112 ,90 ,771 ,"1,163 ","11,659,698 ",767 ,774 ,773 ,1775
2018,1,Guadalupe,Private,52,Finance and Insurance,2,114 ,93 ,655 ,"1,040 ","8,850,429 ",654 ,655 ,655 ,1775
2018,1,Parker,Private,52,Finance and Insurance,2,129 ,102 ,721 ,"1,185 ","11,110,680 ",717 ,728 ,718 ,1775
2018,1,Anderson,Private,52,Finance and Insurance,2,110 ,106 ,464 ,"1,357 ","8,182,418 ",466 ,464 ,461 ,1775
2018,1,Rockwall,Private,52,Finance and Insurance,2,138 ,112 ,676 ,"1,350 ","11,866,546 ",675 ,676 ,678 ,1775
2018,1,Grayson,Private,52,Finance and Insurance,2,175 ,125 ,"1,789 ","1,090 ","25,347,658 ","1,817 ","1,782 ","1,769 ",1775
2018,1,Victoria,Private,52,Finance and Insurance,2,168 ,127 ,"1,059 ",958 ,"13,190,357 ","1,050 ","1,062 ","1,065 ",1775
2018,1,Randall,Private,52,Finance and Insurance,2,184 ,127 ,"1,328 ","1,268 ","21,879,279 ","1,334 ","1,323 ","1,326 ",1775
2018,1,Johnson,Private,52,Finance and Insurance,2,166 ,129 ,840 ,"1,093 ","11,936,215 ",833 ,840 ,847 ,1775
2018,1,Ellis,Private,52,Finance and Insurance,2,184 ,129 ,876 ,"1,185 ","13,496,840 ",870 ,872 ,887 ,1775
2018,1,Bowie,Private,52,Finance and Insurance,2,198 ,136 ,"1,286 ","1,036 ","17,324,875 ","1,279 ","1,296 ","1,283 ",1775
2018,1,Tom Green,Private,52,Finance and Insurance,2,183 ,144 ,"2,083 ","1,137 ","30,799,836 ","2,097 ","2,074 ","2,079 ",1775
2018,1,Ector,Private,52,Finance and Insurance,2,202 ,150 ,"1,380 ","1,087 ","19,496,864 ","1,377 ","1,386 ","1,378 ",1775
2018,1,Wichita,Private,52,Finance and Insurance,2,206 ,157 ,"1,668 ","1,170 ","25,377,059 ","1,661 ","1,674 ","1,670 ",1775
2018,1,Hays,Private,52,Finance and Insurance,2,207 ,159 ,"1,191 ","1,200 ","18,570,814 ","1,179 ","1,192 ","1,201 ",1775
